,Unnamed: 0,url,id,datetime,location,username,displayname,verified,followerCount,friendsCount,language,content,bio,likes,retweets,quotes,comments,"hashtags",content_re
14,14,https://twitter.com/airnewsalerts/status/837733842228142080,837733842228142080,2017-03-03 18:38:06+00:00,"New Delhi, India",airnewsalerts,All India Radio News,True,2993258,116,en,"#ShahpurKandi Dam Project : #Punjab, #JammuAndKashmir sign fresh pact.","Official account of News Services Division, All India Radio.

हिंदी के समाचारों के लिए @AIRNewsHindi को फॉलो करें!
Follow @AIRNewsUrdu for news updates in Urdu",8,2,0,0,"['ShahpurKandi', 'Punjab', 'JammuAndKashmir']","#Shahpurkandi Dam Project: #Punjab, #Jammundakashmir Signed Fresh Pet."
15,15,https://twitter.com/ANI_MP_CG_RJ/status/837732857183260672,837732857183260672,2017-03-03 18:34:12+00:00,New Delhi,ANI_MP_CG_RJ,ANI MP/CG/Rajasthan,False,5465,0,en,Man allegedly throws #acid on wife demanding dowry - ANI #News https://t.co/KM5Nls9eaI #Punjab,"Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles. youtube.com/c/ANINewsIndia Twitter: twitter.com/ani",0,0,0,0,"['acid', 'News', 'Punjab']",Man allegedly throws #acid on wife demanding dowry - ANI #News https://t.co/KM5Nls9eaI #Punjab
16,16,https://twitter.com/PunjabRung/status/837731955428950019,837731955428950019,2017-03-03 18:30:37+00:00,,PunjabRung,ਪੰਜਾਬ ਰੰਗ پنجاب رنگ,False,5996,3,ht,rural life #Punjab https://t.co/vzX2xy1rSA,Rangla Punjab,20,14,0,0,"['Punjab']",rural life #Punjab https://t.co/vzX2xy1rSA
17,17,https://twitter.com/dailytimespak/status/837728842064220160,837728842064220160,2017-03-03 18:18:14+00:00,Pakistan,dailytimespak,Daily Times,True,46201,495,en,"CM lauds #Turkish support for health services in #Punjab
@CMShehbaz
https://t.co/6ygHXHrz24 https://t.co/fx3uSfiC4P","The official feed of Daily Times, Pakistan's premier newspaper with top stories, special features & more.",2,2,0,1,"['Turkish', 'Punjab']","CM lauds #Turkish support for health services in #Punjab
@CMShehbaz
https://t.co/6ygHXHrz24 https://t.co/fx3uSfiC4P"
18,18,https://twitter.com/mughalbha/status/837727998711369728,837727998711369728,2017-03-03 18:14:53+00:00,,mughalbha,Aamir Mughal,False,30857,1593,und,"#Punjab #Pakistan #Culture #Heritage 

by @SohailAbid https://t.co/yPZDdALnKZ","Retired Officer of Intelligence Bureau, Govt of Pakistan & Student of History",1,0,0,0,"['Punjab', 'Pakistan', 'Culture', 'Heritage']","#Punjab #Pakistan #Culture #Heritage 

by @SohailAbid https://t.co/yPZDdALnKZ"
19,19,https://twitter.com/mughalbha/status/837727644040953859,837727644040953859,2017-03-03 18:13:29+00:00,,mughalbha,Aamir Mughal,False,30857,1593,en,"#Punjab #Pakistan #Culture #Heritage 
The Sialkot Fort, possibly one from the time of Raja Salwan.
https://t.co/m5rpvKBIUX
by @SohailAbid https://t.co/auyx300TXI","Retired Officer of Intelligence Bureau, Govt of Pakistan & Student of History",2,1,0,1,"['Punjab', 'Pakistan', 'Culture', 'Heritage']","#Punjab #Pakistan #Culture #Heritage 
The Sialkot Fort, possibly one from the time of Raja Salwan.
https://t.co/m5rpvKBIUX
by @SohailAbid https://t.co/auyx300TXI"
20,20,https://twitter.com/zubairsam2012/status/837727486293250048,837727486293250048,2017-03-03 18:12:51+00:00,"peshawar,pakistan",zubairsam2012,Mzubairkhattak,False,472,75,en,Hopefully #PslFinalLahore is going to be #QuettaGladiators vs #PeshawarZalmi &amp; #Punjab to host all #Pashtuns  much to their chagrin😜 https://t.co/sB00eZ61iL,"When someone shows you who they are, believe them the first time. - Maya Angelou- The world exists because I opened my eyes!!! Illegitimi non carborundum",4,0,0,0,"['PslFinalLahore', 'QuettaGladiators', 'PeshawarZalmi', 'Punjab', 'Pashtuns']",Hopefully #PslFinalLahore is going to be #QuettaGladiators vs #PeshawarZalmi &amp; #Punjab to host all #Pashtuns  much to their chagrin😜 https://t.co/sB00eZ61iL
21,21,https://twitter.com/khattak63/status/837725112652660737,837725112652660737,2017-03-03 18:03:25+00:00,❤🇵🇰 Islamabad,khattak63,Iqbal Khattak 📸,False,8408,335,en,"#Punjab confirms #racialprofiling of #Pakhtuns 
https://t.co/CFsf7c6l9t",Country Representative of #Reporters_Without_Borders in #Pakistan.                                                 Journalist | Views personal | #AbusersBlocked,0,0,0,0,"['Punjab', 'racialprofiling', 'Pakhtuns']","#Punjab confirms #racialprofiling of #Pakhtuns 
https://t.co/CFsf7c6l9t"
22,22,https://twitter.com/naveed360/status/837722564696891393,837722564696891393,2017-03-03 17:53:18+00:00,Livin' La Vida Loca,naveed360,Naveed Ahmad 🌻,True,5621,1425,en,More #PMLN rage ahead using #Punjab cops vs #PakTurkFoundation top officials. #Nawaz gave #Erdogan his word. Stay vigilant! #SayNotoMaarif,"Journalist. Academic. Factual but not always neutral. A storm-chaser who offers unpopular views. ~""There can be a wrong path but never a hopeless situation.""",0,2,0,0,"['PMLN', 'Punjab', 'PakTurkFoundation', 'Nawaz', 'Erdogan', 'SayNotoMaarif']",More #PMLN rage ahead using #Punjab cops vs #PakTurkFoundation top officials. #Nawaz gave #Erdogan his word. Stay vigilant! #SayNotoMaarif
23,23,https://twitter.com/AHA1R/status/837721905029394433,837721905029394433,2017-03-03 17:50:40+00:00,"Surabaya, East Java, Indonesia",AHA1R,احمد حسين,False,5596,354,en,Curry of the Year 2017: Sanjha prides itself on its authentic Punjabi cuisine and creative cocktails https://t.co/DcW9T3EQFT #news #Punjab…,Husband. Lover. Friend. Teacher. Nenávist ti nesluší! •RT ≠ endorsement• 1/2 of @hoomanoearth #Romani #Florida iA7med80@outlook.com $minhtam80,0,0,0,0,"['news', 'Punjab']",Curry of the Year 2017: Sanjha prides itself on its authentic Punjabi cuisine and creative cocktails https://t.co/DcW9T3EQFT #news #Punjab…
24,24,https://twitter.com/AHA1R/status/837721902999298048,837721902999298048,2017-03-03 17:50:40+00:00,"Surabaya, East Java, Indonesia",AHA1R,احمد حسين,False,5596,354,en,Mama's Punjabi Recipes: Choliya da Snack (Green Chickpea Snack) https://t.co/Dagks0Utws #news #Punjabi #Punjab,Husband. Lover. Friend. Teacher. Nenávist ti nesluší! •RT ≠ endorsement• 1/2 of @hoomanoearth #Romani #Florida iA7med80@outlook.com $minhtam80,1,0,0,0,"['news', 'Punjabi', 'Punjab']",Mama's Pandabi Recips: Choliya DA SNACK (Green Chickpea SNACK) HTTSPS://T.co/DAGKS0UTS #NEWS #BORTIB
25,25,https://twitter.com/zainy80/status/837720432434372608,837720432434372608,2017-03-03 17:44:49+00:00,USA,zainy80,#TheCityAcademy,False,716,4891,en,"@PakDefenceCMD
#Pashtun #Punjab #Sindh #Bloach #GB #Kashmir are brothers. 
#WeAreUnited 
#WeAreOnePakistan","#PoliticalEconomist , Independent Broadcast Journalist #IntelligenceResearch #foreignPolicy #ColdWar #EconomicWar Expert
#IRespectAllReligions",0,0,0,0,"['Pashtun', 'Punjab', 'Sindh', 'Bloach', 'GB', 'Kashmir', 'WeAreUnited', 'WeAreOnePakistan']","@PakDefenceCMD
#Pashtun #Punjab #Sindh #Bloach #GB #Kashmir are brothers. 
#WeAreUnited 
#WeAreOnePakistan"
26,26,https://twitter.com/zainy80/status/837720204587188228,837720204587188228,2017-03-03 17:43:55+00:00,USA,zainy80,#TheCityAcademy,False,716,4891,en,"@PakDefenceCMD 
#Pashtun #Punjab #Sindh #Bloach #GB #Kashmir are brothers. 
#WeAreUnited 
#WeAreOnePakistan 
#PslFinalLahore #PSL2017","#PoliticalEconomist , Independent Broadcast Journalist #IntelligenceResearch #foreignPolicy #ColdWar #EconomicWar Expert
#IRespectAllReligions",0,0,0,0,"['Pashtun', 'Punjab', 'Sindh', 'Bloach', 'GB', 'Kashmir', 'WeAreUnited', 'WeAreOnePakistan', 'PslFinalLahore', 'PSL2017']","@PakDefenceCMD 
#Pashtun #Punjab #Sindh #Bloach #GB #Kashmir are brothers. 
#WeAreUnited 
#WeAreOnePakistan 
#PslFinalLahore #PSL2017"
27,27,https://twitter.com/zainy80/status/837719840517419008,837719840517419008,2017-03-03 17:42:28+00:00,USA,zainy80,#TheCityAcademy,False,716,4891,en,"#Pashtun #Punjab #Sindh #Bloach #GB #Kashmir are brothers. 
#WeAreUnited 
#WeAreOnePakistan
#Lahore #PslFinalLahore #PSL2017","#PoliticalEconomist , Independent Broadcast Journalist #IntelligenceResearch #foreignPolicy #ColdWar #EconomicWar Expert
#IRespectAllReligions",0,0,0,0,"['Pashtun', 'Punjab', 'Sindh', 'Bloach', 'GB', 'Kashmir', 'WeAreUnited', 'WeAreOnePakistan', 'Lahore', 'PslFinalLahore', 'PSL2017']","#Pashtun #Punjab #Sindh #Bloach #GB #Kashmir are brothers. 
#WeAreUnited 
#WeAreOnePakistan
#Lahore #PslFinalLahore #PSL2017"
28,28,https://twitter.com/vimalakashdeep/status/837719096946900992,837719096946900992,2017-03-03 17:39:31+00:00,Mumbai,vimalakashdeep,Akashdeep Vimal,False,16,186,en,@lionsdenkxip @Eoin16 Prooving his buy worth.Century👍Great addition to the team. @virendersehwag #ipl10 #VIVOIPL10Saal #punjab,IIM Shillong,0,0,0,0,"['ipl10', 'VIVOIPL10Saal', 'punjab']",@lionsdenkxip @Eoin16 Prooving his buy worth.Century👍Great addition to the team. @virendersehwag #ipl10 #VIVOIPL10Saal #punjab
29,29,https://twitter.com/dotatif/status/837717731948572672,837717731948572672,2017-03-03 17:34:05+00:00,Lahore | Faisalabad | Chiniot,dotatif,Atif Afzal Gondal,False,1007,3050,en,"#Punjab govt announces traffic management plan for #PSLfinal

Read more: https://t.co/QTFBsb9Uv1 https://t.co/4OzZVA5G8h",سرکاری ملازم,0,0,0,0,"['Punjab', 'PSLfinal']","#Punjab govt announces traffic management plan for #PSLfinal

Read more: https://t.co/QTFBsb9Uv1 https://t.co/4OzZVA5G8h"
30,30,https://twitter.com/ARYNEWSOFFICIAL/status/837716733137940480,837716733137940480,2017-03-03 17:30:07+00:00,"Karachi,Pakistan",ARYNEWSOFFICIAL,ARY News,True,4399878,30,en,"#Punjab govt announces traffic management plan for #PSLfinal

Read more: https://t.co/Qr516njHjx https://t.co/ai9x5FKBLF",ARY News is a Pakistani news channel committed to bring you up-to-the minute news & featured stories from around Pakistan & all over the world.,39,3,0,2,"['Punjab', 'PSLfinal']","#Punjab govt announces traffic management plan for #PSLfinal

Read more: https://t.co/Qr516njHjx https://t.co/ai9x5FKBLF"
31,31,https://twitter.com/rohit_maddy91/status/837716219385921536,837716219385921536,2017-03-03 17:28:05+00:00,,rohit_maddy91,Rohit Goyal,False,5,51,hi,"Gabru Punjabi nashya ne marte
Rangle punjabi Nashya ne marte #Punjab #gurdasmaan",Be yourself,0,0,0,0,"['Punjab', 'gurdasmaan']","Gabru Punjabi Nashy died
Rangle Punjabi Nashy dying #Punjab #Gurdasaman"
32,32,https://twitter.com/yespunjab/status/837715743806484480,837715743806484480,2017-03-03 17:26:11+00:00,Punjab,yespunjab,YesPunjab.com (For Punjabi follow @BawaHs),False,114279,147910,en,"#Harsimrat failed to bring food processing units to benefit #Punjab #Potato Growers: #Phoolka
https://t.co/jhJuupLepb https://t.co/paDFe8qOQL",YesPunjab.com #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist. facebook.com/YesPunjab,0,0,0,0,"['Harsimrat', 'Punjab', 'Potato', 'Phoolka']","#Harsimrat failed to bring food processing units to benefit #Punjab #Potato Growers: #Phoolka
https://t.co/jhJuupLepb https://t.co/paDFe8qOQL"
33,33,https://twitter.com/BawaHS/status/837715743781318656,837715743781318656,2017-03-03 17:26:11+00:00,#Jalandha  #Punjab  #India,BawaHS,YesPunjab-Punjabi (For English Follow @yespunjab),False,51886,23206,en,"#Harsimrat failed to bring food processing units to benefit #Punjab #Potato Growers: #Phoolka
https://t.co/Q69xnMBRQV https://t.co/qZsMrE4OEb",#Journalist #Columnist #Writer #Editor at yespunjab.com a #news and #entertainment site on #Punjab #India facebook.com/YesPunjab,2,1,0,0,"['Harsimrat', 'Punjab', 'Potato', 'Phoolka']","#Harsimrat failed to bring food processing units to benefit #Punjab #Potato Growers: #Phoolka
https://t.co/Q69xnMBRQV https://t.co/qZsMrE4OEb"
34,34,https://twitter.com/dw_urdu/status/837712134549176321,837712134549176321,2017-03-03 17:11:51+00:00,,dw_urdu,DW اردو,True,134061,205,ur,"پنجاب ميں وسيع تر آپريشن، ’سينکڑوں مشتبہ جنگجو گرفتار‘ https://t.co/Fj0Mc4oCx0 via @dw_urdu
#Pakistan #militaryoperation #punjab https://t.co/QC951JqvSz","مختلف موضوعات پر ڈی ڈبلیو کی رپورٹیں، تبصرے اور جائزے۔ آپ بھی ڈی ڈبلیو کاحصہ
  بنیے، ہمیں اپنے نقطہ ء نظر سے آگاہ کیجیے۔",1,1,0,0,"['Pakistan', 'militaryoperation', 'punjab']","Widespread operation in Punjab, 'Hundreds of suspected fighters arrested' https://t.co/Fj0mc4ocx0 Via @dw_urdu
#Pakistan #militaryoperation"
35,35,https://twitter.com/girishmarwaha/status/837711761809813504,837711761809813504,2017-03-03 17:10:22+00:00,"Mumbai, India",girishmarwaha,GIRISH,False,777,118,hi,"Satnaam Shri WaheGuru Ji
#goldentemple #amritsar #punjabi #blessed #punjab https://t.co/JR3jgsLK1c",Singer/Musician,0,0,0,0,"['goldentemple', 'amritsar', 'punjabi', 'blessed', 'punjab']","Satanam Shri Vaigur G
#GoltiPlay #Amritsar #Punjabi #Blessed #Punjab Tenps: //t.K/GER ೩ Jgaslka ೧ Q"
36,36,https://twitter.com/TheShuaibShah/status/837710333498249216,837710333498249216,2017-03-03 17:04:42+00:00,"Lahore, Pakistan",TheShuaibShah,Shuaib Shah,False,399,1546,en,"You hv any complaints regarding any deptt of Punjab Govt plzz send here
https://t.co/a2ti3a2VZq
#Punjab 
#Pakistan",Political Analyst / Activist/Bloger /Starbucks lover پاکستانی ہے تو ن لیگ میں آ “جو حق پہ ہے جو سچ پہ ہے اُسکی میں آواز ہوں میں بھی نواز ہوں وٹ کو عزت دو,0,0,0,0,"['Punjab', 'Pakistan']","You hv any complaints regarding any deptt of Punjab Govt plzz send here
https://t.co/a2ti3a2VZq
#Punjab 
#Pakistan"
37,37,https://twitter.com/globosoft/status/837710174798426112,837710174798426112,2017-03-03 17:04:04+00:00,"Islamabad, New York",globosoft,SQureshi,False,125,140,en,What happened to #scooty for women in #Punjab  #Pakistan ? #WomenEmpowerment  @CMShahbaz   @umarsaif @betterpakistan,"A leading IT services provider in Islamabad, Pakistan.",0,0,0,0,"['scooty', 'Punjab', 'Pakistan', 'WomenEmpowerment']",What happened to #scooty for women in #Punjab  #Pakistan ? #WomenEmpowerment  @CMShahbaz   @umarsaif @betterpakistan
38,38,https://twitter.com/NikhilGugnani/status/837709904521519105,837709904521519105,2017-03-03 17:02:59+00:00,,NikhilGugnani,Ńikhìĺ Ģügnanì,False,19,74,en,"@VodafoneIN plz can you help me in Identifying Your plan is Available in #Punjab circle
And if yes then how to avail it😊😊😊",do or Die there is no try,1,0,0,0,"['Punjab']","@VodafoneIN plz can you help me in Identifying Your plan is Available in #Punjab circle
And if yes then how to avail it😊😊😊"
39,39,https://twitter.com/Lahore_Voice/status/837708832172355586,837708832172355586,2017-03-03 16:58:44+00:00,Lahore,Lahore_Voice,Lahore Voice,False,1393,717,en,Cardiac ambulance of #Punjab Institute of Cardiology will remain present in #GaddafiStadium on the day of #PSLFinalLahore. #Lahore,Lahore is the 2nd largest city of Pakistan. We tell you all about Lahore. Breaking News. Traffic Alerts. Event Updates. #LahoreLahoreAey,2,0,1,0,"['Punjab', 'GaddafiStadium', 'PSLFinalLahore', 'Lahore']",Cardiac ambulance of #Punjab Institute of Cardiology will remain present in #GaddafiStadium on the day of #PSLFinalLahore. #Lahore
40,40,https://twitter.com/theinsanedoll/status/837708657030725632,837708657030725632,2017-03-03 16:58:02+00:00,"New Delhi, India",theinsanedoll,Sonali Wadhwa,False,635,603,en,"The field areas, ah, the sky is so clear, it looks like somebody drew white dots on a black canvas &amp; forgot to stop. 

#punjab","CEO, Petstreet // Global Citizen // Feminist // Ardent Reader // Human by Religion",1,0,0,1,"['punjab']","The field areas, ah, the sky is so clear, it looks like somebody drew white dots on a black canvas &amp; forgot to stop. 

#punjab"
41,41,https://twitter.com/Karachi_Post/status/837708145958998016,837708145958998016,2017-03-03 16:56:00+00:00,Metaverse,Karachi_Post,Crypto Bible,False,38051,3585,en,"The crackdown against Pushtoons in #Sindh with the help of Zardari ,helps #Punjab show that Pushtoons are the real culprit everywhere.",Cryptocurrency Advisor/Promoter. Gem 💎coin hunter🐶😸.  Art Connoissur and Curator. Nfts collector.For queries  ✉! #Nfts #Lowcapgems #Art #Bitcoin #DYOR 🚀⚡,4,2,0,0,"['Sindh', 'Punjab']","The crackdown against Pashtuns in #Sindh with the help of Zardari ,helps #Punjab show that Pashtuns are the real culprit everywhere."
42,42,https://twitter.com/Kazhdai/status/837707435481645057,837707435481645057,2017-03-03 16:53:11+00:00,"Washington, DC",Kazhdai,Naseer Kakar,True,14391,466,hi,"Rana Sana admitted Radd-ul-Fasaad in #Punjab is Radd-ul-Pashtun 
#RacialProfiling #Pashtun #Pakistan  https://t.co/QOhTWtjTIW",Journalist - Opinions personal. All disclaimers apply. Quetta,1,1,0,2,"['Punjab', 'RacialProfiling', 'Pashtun', 'Pakistan']","Rana Sana Admit Rash-U-U-Fasad In #Punjab Is Roged-U-U-Shtun
#Zodiac"
43,43,https://twitter.com/8fb0c9a403434e6/status/837707229482606592,837707229482606592,2017-03-03 16:52:22+00:00,"Jamshedpur, India",8fb0c9a403434e6,Vishal Sharma,False,36,525,en,"@sardesairajdeep Tomorrow Manipur election. No coverage frm your channel sir??
All are focused on #Up #punjab.. But no one shown on manipur😞","-мθθ∂γ----------------------- -۞
۞--ƒгαπκ------------------------ -۞
۞--lθνιπg----------------------- -۞
۞--εмθτιθπαl------------------- -۞",1,0,0,0,"['Up', 'punjab']","@sardesairajdeep Tomorrow Manipur election. No coverage from your channel sir??
All are focused on #Up #punjab.. But no one shown on manipur😞"
44,44,https://twitter.com/tabraizghani/status/837706526764728320,837706526764728320,2017-03-03 16:49:34+00:00,Khi/Dubai ,tabraizghani,Tabraiz G Ansari,False,575,646,en,@najamsethi What about the whole city on standstill? #ShowBazSharif #Punjab,"Business graduate.Bhuttoist, Democracy 🇵🇰",1,1,0,0,"['ShowBazSharif', 'Punjab']",@najamsethi What about the whole city on standstill? #ShowBazSharif #Punjab
45,45,https://twitter.com/_khanpathan/status/837706422074880000,837706422074880000,2017-03-03 16:49:09+00:00,"New York, USA",_khanpathan,Khan,False,116,407,en,#Racial #profiling by #PMLN and the fucking #PUNJAB #govt is absurd and I sincerely hope the entire govt gets fucked over #PPP #PTI https://t.co/kfnErt6MRB,,0,0,0,0,"['Racial', 'profiling', 'PMLN', 'PUNJAB', 'govt', 'PPP', 'PTI']",#Racial #profiling by #PMLN and the fucking #PUNJAB #govt is absurd and I sincerely hope the entire govt gets fucked over #PPP #PTI https://t.co/kfnErt6MRB
46,46,https://twitter.com/Paktutorial/status/837704594029436928,837704594029436928,2017-03-03 16:41:53+00:00,Islamabad,Paktutorial,Paktutorial,False,235,142,und,#Punjab #Public #Service #Commission #Jobs #2017 #in #Lahore #for #Farash https://t.co/dJ8DZj7qUO #jobsinpakistan,"One of the best tutorial website. Tutorials includes PHP, Mysql, Java, JSP, EXTJS, Oracle Database, Oracle Financials, SAP, ABAP and many more.",0,0,0,0,"['Punjab', 'Public', 'Service', 'Commission', 'Jobs', 'in', 'Lahore', 'for', 'Farash', 'jobsinpakistan']",#Punjab #Public #Service #Commission #Jobs #2017 #in #Lahore #for #Farash https://t.co/dJ8DZj7qUO #jobsinpakistan
