,url,id,datetime,location,username,displayname,verified,followerCount,friendsCount,language,content,bio,likes,retweets,quotes,comments,hashtags
10,https://twitter.com/Awadhtrk/status/1495132893936553988,1495132893936553988,2022-02-19 20:27:14+00:00,"Chandigarh, India",Awadhtrk,Anuj🇮🇳,False,182,4072,in,"Punjab
Total seats- 117
AAP 33
AKALI DAL+ 32
BJP+ 27
INC 19
INDEPENDENT 5
SSM 1","When Passion Drives You,  Let The Reason Hold The Reigns...",1,0,0,1,
11,https://twitter.com/firstmukesh/status/1495130513853583362,1495130513853583362,2022-02-19 20:17:47+00:00,,firstmukesh,Mukesh Sharma,False,821,631,hi,"@Akali_Dal_ सारे अकाली समर्थक, प्लीज इस वारी वोट भगवंत मान  @BhagwantMann नू पाओ। बहूत साल हो गए अपनी अपनी पार्टियां नू वोट पांदे होय, एक मौका भगवंत मान नू। एक मौका पंजाब नू।",,0,0,0,0,
12,https://twitter.com/Indic_drishti/status/1495128823289245699,1495128823289245699,2022-02-19 20:11:04+00:00,भारतवर्ष,Indic_drishti,Aditya Raj Sinha | आदित्य राज सिन्हा,False,187,329,en,"@arya_amsha Punjab saw decline within the second half of Ranjit Singh's regime itself. The court was infested with European agents and elite shahidi khatri factions who used RS's sons as pawns.
Those same elitists would go on to form Takht Khalsa, Khalsa Diwan, SGPC, and Akali Dal during+",Dharma above everything beneathe the cosmos,0,0,0,1,
13,https://twitter.com/Sumit_Sangwan20/status/1495124944270725120,1495124944270725120,2022-02-19 19:55:39+00:00,Union of India,Sumit_Sangwan20,Sumit Sangwan سومیت سنگوان,False,2025,5001,hi,"@Priyascorner @YRDeshmukh @NewsX @ramnikmann @chandersuta @CvoterIndia @poetbadri @AamAadmiParty @INCIndia @Akali_Dal_ @Priyascorner

परीक्षा केंद्र में प्रवेश करने से पहले, बोलकर तो छात्र भी बता देते हैं कि प्रश्न को अपने शब्दों में भी उत्तर लिख देंगे. लेकिन बात तो तब है जब, परीक्षा केंद्र में असल में उत्तर लिखने की बात आती है. याद हर किसी को रहता, लिखकर कुछ ही साबित कर पाते है.🙏

@Priyascorner",Proud Indian 🇮🇳 | Mahatma Gandhi in Heart | Interested in Observing & Critical Analysing @INCIndia | मजबूत विपक्ष लोकतंत्र की खूबसूरती है | RT’s≠Endorsements.,0,0,0,0,
14,https://twitter.com/Sumit_Sangwan20/status/1495124269633728512,1495124269633728512,2022-02-19 19:52:58+00:00,Union of India,Sumit_Sangwan20,Sumit Sangwan سومیت سنگوان,False,2025,5001,en,"@Priyascorner @YRDeshmukh @NewsX @ramnikmann @chandersuta @CvoterIndia @poetbadri @AamAadmiParty @INCIndia @Akali_Dal_ @Priyascorner

Despite all the talk of jhaadu, change &amp; very apparent unhappiness with the current lot, another keyword that gets thrown around like the clink of ice cubes is this- The AAP doesn't have the last-mile delivery to get the voter to the booth.
🙏🙏

@Priyascorner",Proud Indian 🇮🇳 | Mahatma Gandhi in Heart | Interested in Observing & Critical Analysing @INCIndia | मजबूत विपक्ष लोकतंत्र की खूबसूरती है | RT’s≠Endorsements.,1,0,1,0,
15,https://twitter.com/satty643/status/1495122836280659968,1495122836280659968,2022-02-19 19:47:16+00:00,"Ludhiana, India",satty643,Satinderjit singh,False,667,454,en,"Possible different Single largest party in 3 regions of Punjab 

1. Majha  ---- Akali Dal 

2. Doaba.  ------ Congress

3.  Malwa.   ----  AAP

It would be first time in electoral history of Punjab if it happens....","Loves history, maths and anything to do with Punjab ( both Indian & Pakistani). Also interested in understanding the working of human Brain.",14,1,0,2,
16,https://twitter.com/sandeep_engr/status/1495120468751179776,1495120468751179776,2022-02-19 19:37:52+00:00,India,sandeep_engr,संदीप,False,602,121,hi,"फिर कांग्रेस वाले बीजेपी में चले जायेंगे , इससे अच्छा है @Akali_Dal_ और  @bspindia को वोट दे । https://t.co/X0lFzKlvXv","Aasmaan Pe INQUILAB Likha Jayega !!!
#DalitLivesMatter",3,2,1,0,
17,https://twitter.com/Gurprit42718911/status/1495116531520389128,1495116531520389128,2022-02-19 19:22:13+00:00,,Gurprit42718911,Gurprit Singh,False,0,8,en,"@ambkcsingh @Dr_SumelSingh Even if I agree with you, at this moment the need of the hour is the to save Punjab from Congress, BJP and Akali Dal. So, lesser evil prevails.",,0,0,0,0,
18,https://twitter.com/mightydean3/status/1495112187693600773,1495112187693600773,2022-02-19 19:04:58+00:00,pathankot ,mightydean3,Mighty Dean ਮਾਈਟੀ ਡੀਨ माईटी डीन,False,497,276,tl,"@DrParodyVish @ArvindKejriwal Kya bat hai BJP Congress nay laynay say Mana Kar diya hoga or Akali Dal ko hath mar laytay 
Baap Baap Hota Hai Or Bacha Bacha","वक्त के बदलने से आपनो का और वक्त का पता लगता है 
State Vice President 
Women Wing Punjab 
 Aam Aadami Party",1,0,0,0,
19,https://twitter.com/sjeeva26/status/1495111726005514244,1495111726005514244,2022-02-19 19:03:07+00:00,Chennai,sjeeva26,Jeeva Bharathi,False,13139,2496,ta,"#பஞ்சாப்தேர்தல் - தமிழகத்தில் கலைஞர்கருணாநிதி 5 முறை முதல்வர் ஆனதற்கு பிறகு முக.ஸ்டாலின் முதல்வராகி இருக்கிறார். அதே போல பஞ்சாப்பில் சிரோமணி அகாலி தளத்தின்  தலைவர் சுக்பிர் சிங் பாதல் அதிக இடங்களை கைப்பற்றுவார். 
- கோல்டன் சிங் 
#PunjabElections #MKStalin #DMK  #AkaliDal https://t.co/5RUd74MKdT",Journalist based in Chennai | National Politics,0,0,0,0,"['பஞ்சாப்தேர்தல்', 'PunjabElections', 'MKStalin', 'DMK', 'AkaliDal']"
20,https://twitter.com/hrnurtweets2/status/1495111050181550081,1495111050181550081,2022-02-19 19:00:26+00:00,"Patiala, India",hrnurtweets2,Harnoor Singh,False,85,123,en,@ItsRoshanRai Never voted for BJP or even Shiromani Akali Dal 😇,MCU fanatic! Aaj phir jeene ki tamanna hai… 🤩,1,0,0,0,
21,https://twitter.com/BaldeepSinghK/status/1495104987097366528,1495104987097366528,2022-02-19 18:36:21+00:00,"पंजाब, भारत",BaldeepSinghK,Baldeep Singh Kang,False,19,488,en,"Satvir Singh, candidate of Balbir Singh Rajewal’s party has withdrawn his candidature in support of S. Simranjit Singh Maan. Maan is President of Shiromani Akali Dal (Amritsar) and he is candidate from Amargarh constituency in 2022 Punjab Assembly Elections.

#PunjabElections2022 https://t.co/brVm45c9DC","Journalist, News Anchor at India News Punjab, Former Anchor at ETV Bharat Punjab.",0,0,0,0,['PunjabElections2022']
22,https://twitter.com/TarunJhanjher/status/1495104210349613058,1495104210349613058,2022-02-19 18:33:16+00:00,"New Delhi, India",TarunJhanjher,Tarun Jhanjher VHP🚩,False,705,813,hi,"मोहाली में @ArvindKejriwal पर FIR दर्ज करने के निर्देश।

@Akali_Dal_ की शिकायत पर चुनाव आयोग ने दिए निर्देश। -: @epanchjanya
#KejriwalSupportsKhalistan
@guptaravinder71 
@rohit_chahal 
@manishchbjp 
@hansrajhansHRH 
@aarablko",सोशल मीडिया जिला प्रमुख- इंद्रप्रस्थ (दिल्ली) @vhpindraprastha,3,1,0,0,['KejriwalSupportsKhalistan']
23,https://twitter.com/_32_32_32_/status/1495102079798439936,1495102079798439936,2022-02-19 18:24:48+00:00,"Patiala, India",_32_32_32_,Chahal32,False,78,231,und,@ZeePunjabHH @AAPPunjab @INCPunjab @BJP4Punjab @Akali_Dal_ @SanyuktSamaj @SSP4Punjab @plcpunjab B,,1,0,0,0,
24,https://twitter.com/Raunaq96603332/status/1495101813791465474,1495101813791465474,2022-02-19 18:23:44+00:00,"Wheeling, IL",Raunaq96603332,Raunaq25,False,83,232,en,"@kanchan99 Sadly a Sikh and someone in the crowd after listening to this is loudly saying ""Bole so Nihal , sat Shri Akal "" . Sad @Akali_Dal_",Software engineer,0,0,0,0,
25,https://twitter.com/AAPKA_RK/status/1495099661345976322,1495099661345976322,2022-02-19 18:15:11+00:00,"New Delhi, India  ",AAPKA_RK,Rakesh,False,18635,2661,en,"Ludhiana Seems to be sealed by @aamaadmiparty 

First hand Survey of his 8 customers from Ludhiana by @hallagullaboy tonight 

6 said Vote for AAP
1 for Congress
1 for Akali Dal #KaamPeVote https://t.co/sEknvoYXXh",Political Strategist ||  Social Activist || Rajsthani Chhora || Ghumakkad 😉 || Blogger || DigitalJivi || Aam || Aadmi ||,75,49,1,3,['KaamPeVote']
26,https://twitter.com/Ayat_67/status/1495098267314450434,1495098267314450434,2022-02-19 18:09:39+00:00,,Ayat_67,Ayat,False,3,206,en,"What I expect from Punjab election 2022
Dr sukhman dhillon wins in TT
Akali dal te congress bas 2-4 hi seats hi jittan
simranjitSingh maan wins
All Badal family lose
I really want to give a chance to Bhagwant man as CM
TT ch aap te sad na jitte
SAD asr gets few seats",,2,0,0,0,
27,https://twitter.com/Priyascorner/status/1495097586100805633,1495097586100805633,2022-02-19 18:06:56+00:00,New Delhi India,Priyascorner,Priya Sahgal,False,29983,1673,en,@krishnakant_75 @ramnikmann @chandersuta @YRDeshmukh @badru @AamAadmiParty @INCIndia @BJP4India @Akali_Dal_ @richakapoor27 Yes shes v good..it was an excellent panel.,"Snr Executive Editor, NewsX, ITV Network & Author: The Contenders. Anchor two political shows: Roundtable & Cover Story. Columnist at The Sunday Guardian",1,0,0,0,
28,https://twitter.com/TamtaSuraj/status/1495097412574060544,1495097412574060544,2022-02-19 18:06:15+00:00,Jaipur,TamtaSuraj,Suraj tamta 🇮🇳,False,625,679,in,@umashankarsingh inc + akali dal,"Activism for a better world.
योग्यताएँ कर्म से पैदा होती हैं,जन्म से हर व्यक्ति शून्य होता है !!",0,0,0,0,
29,https://twitter.com/Ayat_67/status/1495097231732625415,1495097231732625415,2022-02-19 18:05:32+00:00,,Ayat_67,Ayat,False,3,206,en,"And to all people who are going to vote for akali dal tmrw do you really think that gappi nashedi fukra gawar lalchi sukha deserves to be CM
Adha Punjab tan oh kha geya hun je baaki v ohnu vechna tan dekh lo",,0,0,0,1,
30,https://twitter.com/Priyascorner/status/1495096943583789061,1495096943583789061,2022-02-19 18:04:23+00:00,New Delhi India,Priyascorner,Priya Sahgal,False,29983,1673,en,https://t.co/bhHY1otUy5  #PunjabElections Roundtable @NewsX with @ramnikmann @chandersuta @YRDeshmukh @CvoterIndia @poetbadri - is it clean sweet.for @AamAadmiParty . If hung assembly what r combinations.Did  @INCIndia score selfgoal.What abt @Akali_Dal_ &amp; tracking the Deras vote,"Snr Executive Editor, NewsX, ITV Network & Author: The Contenders. Anchor two political shows: Roundtable & Cover Story. Columnist at The Sunday Guardian",12,2,1,6,['PunjabElections']
31,https://twitter.com/comrade_marcus/status/1495096044916338689,1495096044916338689,2022-02-19 18:00:49+00:00,Sierra Miwok Plains,comrade_marcus,ਕਾਮਰੇਡ ਮਾਰਕੁਸ (ਸਿੰਘ),False,233,296,en,@amaanbali Pretty soon Sikhs gonna lose hope in all Akali dal groups. Just stay faithful to your ideology pls join Socialism,Geopolitical Analyst. Founder of Khalistan as a Socialist People’s Republic with Sikh characteristics. ਸਰਬੱਤ ਦਾ ਭੱਲਾ,1,0,0,1,
32,https://twitter.com/rishikeshlaw/status/1495095937223389184,1495095937223389184,2022-02-19 18:00:23+00:00,"New Delhi, Delhi",rishikeshlaw,RishiKesh Kumar,True,12616,729,en,Ceo Punjab has directed Police to register FIR against Shromani Akali Dal Har chand singh Bains . https://t.co/WSFqXjzHPh,"B A LLB , PG Diploma Securities and Banking Law, Masters in Business Law. 
ASC GNCTD Delhi High Court.
Office@Rishikesh Law Associates .",220,111,0,6,
33,https://twitter.com/JagranEnglish/status/1495095847167696899,1495095847167696899,2022-02-19 18:00:02+00:00,"New Delhi, India",JagranEnglish,Jagran English,True,14095,40,en,"The action was taken after a complaint was filed by Shiromani Akali Dal (SAD). 

#PunjabElections2022 #ArvindKejriwal #ElectionsWithJagran 

https://t.co/jRPFcQRjcO","Jagran English the new age Trending News site. Check out english.jagran.com for all latest & top trends across globe  

Instagram: bit.ly/3A2IvW1",0,0,0,0,"['PunjabElections2022', 'ArvindKejriwal', 'ElectionsWithJagran']"
34,https://twitter.com/krishnakant_75/status/1495095672755744769,1495095672755744769,2022-02-19 17:59:20+00:00,"Delhi, India",krishnakant_75,Krishna Kant Sharma,False,1141,435,en,"@Priyascorner @ramnikmann @chandersuta @YRDeshmukh @badru @AamAadmiParty @INCIndia @BJP4India @Akali_Dal_ @richakapoor27 Good to see @chandersuta sharing her analysis.
She has her fingers on the pulse in Punjab.","Aspiring Author,Techie by Profession, R&D, Telecom, Digital Transformation, Smart Cities. Stamps, Member PAC @IndiaPostOffice
Views are my own. RT≠Endorsement",2,0,0,1,
35,https://twitter.com/GAURAVMISHRA09/status/1495095490186125322,1495095490186125322,2022-02-19 17:58:37+00:00,,GAURAVMISHRA09,Atom,False,108,761,en,@volklub @Akali_Dal_ You are present and future of not just Punjab but India. Your vote your right👍,,1,0,0,0,
36,https://twitter.com/DillikaMuffler/status/1495094990392889346,1495094990392889346,2022-02-19 17:56:37+00:00,"New Delhi, India",DillikaMuffler,Arvind Kejriwal (Parody!) 🏹🚜,False,99,301,en,@nareshbareth I don't know anymore. Both the Congress and the AAP have resorted to dirty politics in Punjab. Of course the BJP and the Akali Dal are nowhere.,"Bhai mera muffler kaha hain?
I talk using GIFs.
Bhakto ko banata hoon pagal.
🇮🇳
Not an AAPiya or a Congressi or a bhakt.",1,0,0,0,
37,https://twitter.com/PunjabTak/status/1495094798147289089,1495094798147289089,2022-02-19 17:55:52+00:00,,PunjabTak,Punjab Tak,False,641,123,et,"Ganieve Kaur Majithia : ਕਿੰਨੇ ਕੁ ਸਿਆਸੀ ਹੋ ਗਏ Bikram Majithia ਦੇ ਪਤਨੀ ? | Punjab Tak

Watch : https://t.co/DoKetJaUDF

@sherryontopp @bikrammajithia 

#GanieveKaurMajithia #Elections2022 #Akalidal https://t.co/6Ua452PhVj","ਪੰਜਾਬ ਦੀ ਹਰ Latest ਖ਼ਬਰ ਲਈ Punjab Tak 'ਤੇ ਆਓ, ਅਸੀਂ ਹਰ ਸੰਜੀਦਾ ਮਸਲੇ ਨੂੰ ਤੁਹਾਡੇ ਤੱਕ ਉਸੇ ਸੰਜੀਦਗੀ ਨਾਲ ਪਹੁੰਚਾਵਾਂਗੇ ।
(An India Today Group Channel)",0,0,0,0,"['GanieveKaurMajithia', 'Elections2022', 'Akalidal']"
38,https://twitter.com/volklub/status/1495094734339325954,1495094734339325954,2022-02-19 17:55:36+00:00,,volklub,Sunderdeep - Volklub,False,836,557,en,"My vote is for impeccable roads, Govt jobs, sewa kendars in villages, law &amp; order, secularism, public parks in the villages, green power promoters and affordable Aata Daal for poor. My vote is for SAD @Akali_Dal_ . 

I am nt going to get foold wid sm fake developmnt model again. https://t.co/az4FKAK0uX","VW/Skoda Fan | Cricket Lover | Team-BHPian | Volklub

YouTube youtube.com/c/SunderdeepSi…

Owner | Prinspire Technologies @prinspire",12,0,0,3,
39,https://twitter.com/ferrysofat/status/1495094205768556546,1495094205768556546,2022-02-19 17:53:30+00:00,"Punjab, India",ferrysofat,Ferry Sofat,False,367,265,en,"Election Commission directed SSP Mohali to lodge FIR against Sh  Harcharan Singh Bains, Spokesperson, Shiromani Akali Dal and PTC news for violation of Model Code of Conduct and Section 126 of Representation of People's Act. https://t.co/JmRUYhcz0x","Advocate at Supreme Court of India & Punjab & Haryana High Court, Chandigarh. Spokesman, Aam Aadmi Party Punjab & State Joint Secretary, Legal Cell, AAP Punjab.",4,2,0,0,
40,https://twitter.com/arun48552/status/1495093909956935683,1495093909956935683,2022-02-19 17:52:20+00:00,New Delhi,arun48552,Arun Goel,False,168,216,und,"#PunjabElections2022 
@AamAadmiParty @Akali_Dal_ @INCIndia @BJP4India https://t.co/aJzXQsmyAk","🇮🇳 A Proud Bhartiya 
Coal Management for Power Plants",0,0,0,0,['PunjabElections2022']
41,https://twitter.com/RksDtf/status/1495091898972663815,1495091898972663815,2022-02-19 17:44:20+00:00,"New Delhi, India",RksDtf,Dtf.in,False,42,9,in,Punjab chief election officer orders FIR against Arvind Kejriwal on Akali Dal's complaint https://t.co/kNCl8rYEN7 via @indiatoday,"Dtf.in (Information Portal) endeavours to promote awareness about Central Govt. service Rules, RTI, Service-Related Court Judgments and relevant NEWS.",0,0,0,0,
42,https://twitter.com/sukh_slatch/status/1495089701392244740,1495089701392244740,2022-02-19 17:35:36+00:00,"New Delhi, India 🇮🇳",sukh_slatch,Sukhpreet Singh Slatch,False,8660,2634,in,AKALI DAL**😬,☬I'M SIKH ☬ | Sikh & Social Activist |🎓| B.COM(HONS) | PGDIBO | MASTERS IN FINANCE & TAXATION | Founder @SIKH_IT_CELL | IG :- Sukh_slatch,0,0,0,0,
43,https://twitter.com/harpree54269603/status/1495089044098715655,1495089044098715655,2022-02-19 17:33:00+00:00,,harpree54269603,ਹਰਪ੍ਰੀਤ ਸਿੰਘ,False,611,756,en,@tuhanu_ki Akali dal built sikh heritage. Check the beauty of darbar sahib. Check the history we make them corrupt. They are the only one in the development but media and our own instead of fixing it. We Demolation our state party. As there govt survive only 2 year or 1 before they shake ha,chokidar chor hai.,0,0,0,1,
44,https://twitter.com/Visa83949083/status/1495088827337043970,1495088827337043970,2022-02-19 17:32:08+00:00,,Visa83949083,Visa,False,986,547,en,"@rishikeshlaw @nileshshekokar Bjp, congress n akali dal - they all have lost it.",The continued Chinese build-up in eastern Ladakh suggest that “they are there to stay”. सेना प्रमुख का बयान कि चीन पूर्व लदाख में बड़े पैमाने पर कर रहा निर्माण।,1,0,0,0,
45,https://twitter.com/veersinghBJYM/status/1495088388960972801,1495088388960972801,2022-02-19 17:30:23+00:00,"New Delhi, India ",veersinghBJYM,VEER SINGH (BJYM),False,1699,3801,en,"Election Commission has asked for an FIR to be registered against Arvind Kejriwal over violation of EC guidelines after Akali Dal's complaint about ""Kejriwal making fake &amp; frivolous allegations against other parties"".

Habitual offender will now start playing the victim card!! https://t.co/9dvtuELvlU",प्रदेश कार्यकारिणी सदस्य @BJYM4DL @BJP4Delhi  FOLLOW BY @NarendraModi जी,8,2,0,0,
46,https://twitter.com/harpree54269603/status/1495088255963783168,1495088255963783168,2022-02-19 17:29:52+00:00,,harpree54269603,ਹਰਪ੍ਰੀਤ ਸਿੰਘ,False,611,756,en,@tuhanu_ki Atta dal pension all akali dal. No one knows it because they don’t have people to spread this as aap parties have media.,chokidar chor hai.,1,0,0,0,
47,https://twitter.com/Amrinde94577929/status/1495088073281261568,1495088073281261568,2022-02-19 17:29:08+00:00,"Ludhiana, punjab",Amrinde94577929,Amrinder Singh,False,226,58,hi,@Nainamishr94 Saromani akali dal Amritsar,ਜ਼ੁਲਮ ਕਰਨਾ ਪਾਪ ਹੈ ਸਹਿਣਾ ਉਸ ਤੋਂ ਵੱਡਾ ਪਾਪ ਹੈ,3,0,0,0,
48,https://twitter.com/jdhillonA/status/1495087501685362688,1495087501685362688,2022-02-19 17:26:52+00:00,"Vancouver, British Columbia",jdhillonA,Jagpinder Dhillon (ਗੁਰਮੁਖੀ_ਦੀ_ਬੇਟੀ),False,4094,1156,in,@Sandhu94717 Akali dal 🙀,A mind full of thoughts,0,0,0,0,
49,https://twitter.com/MrsGandhi/status/1495087106724544514,1495087106724544514,2022-02-19 17:25:18+00:00,"Maharashtra, India",MrsGandhi,Priti Gandhi - प्रीति गांधी,True,502031,1586,en,"Election Commission has asked for an FIR to be registered against Arvind Kejriwal over violation of EC guidelines after Akali Dal's complaint about ""Kejriwal making fake &amp; frivolous allegations against other parties"".

Habitual offender will now start playing the victim card!!
. https://t.co/BRIuXx7N9J",BJP Karyakarta.,255,106,1,7,
50,https://twitter.com/Mausamgorsi17/status/1495087006535544832,1495087006535544832,2022-02-19 17:24:54+00:00,"Patiala, India",Mausamgorsi17,Mausam Gorsi,False,17,126,pa,"ਪਿਆਰੇ ਸਰ/ਮੈਡਮ!ਤੁਸੀਂ ਸਾਡੇ ਰਾਜ ਵਿੱਚ ਜਲਵਾਯੂ ਪਰਿਵਰਤਨ ਦੇ ਮੁੱਦੇ ਨੂੰ ਨਜ਼ਰਅੰਦਾਜ਼ ਕਿਉਂ ਕਰ ਰਹੇ ਹੋ,ਧਰਤੀ ਹੇਠਲੇ ਪਾਣੀ ਦਾ ਪੱਧਰ ਘਟਣ ਦਾ ਮੁੱਦਾ,ਜ਼ਹਿਰੀਲਾ ਭੋਜਨ, ਫਲ,ਸਬਜ਼ੀਆਂ ਭਾਵ ਹਰ ਉਹ ਚੀਜ਼ ਜਿਸਦਾ ਅਸੀਂ ਖਪਤ ਕਰ ਰਹੇ ਹਾਂ।ਜ਼ਹਿਰੀਲੀ ਹੋ ਚੁਕੀ ਹੈ।
#ClimateActionNow 
@BJP4India @INCIndia
@BhagwantMann @Akali_Dal_",....And she astonished the world 👑,1,0,0,0,['ClimateActionNow']
51,https://twitter.com/Kirankumar__A/status/1495084510983061505,1495084510983061505,2022-02-19 17:14:59+00:00,,Kirankumar__A,Kiran Kumar,False,6,52,en,@Akali_Dal_ @officeofssbadal Why can't shiromani akali dal take all the 10laks money from theirs illusion mind and built a super institution and make it for free so that no1 il go out of INDIA &amp; live there. If u want 2 do realy well for public then make it.,"I’m just a guy, standing in front of the world, asking you to follow me.🤘",0,0,0,0,
52,https://twitter.com/Harami_0420/status/1495083561522991105,1495083561522991105,2022-02-19 17:11:13+00:00,,Harami_0420,Harami,False,6,109,en,@NewsArenaIndia Even beas dera and Divya jagran jyoti supported BJP -PLC ....and akali dal based on strong candidate ..........even noor mahal dera baba met modi ji and might have some impact....dont know how many seats will it convert but BJP vote share will keep on rising from now on......,,23,1,0,0,
53,https://twitter.com/vikii62211/status/1495083335097278465,1495083335097278465,2022-02-19 17:10:19+00:00,,vikii62211,vikiiوکی,False,740,3449,en,"@_Sweet_Parul_ There are four players  Punjab., Congress, Akali dal, Aap  and BJP.
BJP and Aap party fighting for third place not for win","Farmer, teacher . Book lover.Religion is envisaged for politics it fosters the imagination of an imaginary power in it. Love all creatures,equality,hu",2,0,1,0,
