,Unnamed: 0,url,id,datetime,location,username,displayname,verified,followerCount,friendsCount,language,content,bio,likes,retweets,quotes,comments,"hashtags",content_re
10,10,https://twitter.com/firstmukesh/status/1495130513853583362,1495130513853583362,2022-02-19 20:17:47+00:00,,firstmukesh,Mukesh Sharma,False,822,628,hi,"@Akali_Dal_ सारे अकाली समर्थक, प्लीज इस वारी वोट भगवंत मान  @BhagwantMann नू पाओ। बहूत साल हो गए अपनी अपनी पार्टियां नू वोट पांदे होय, एक मौका भगवंत मान नू। एक मौका पंजाब नू।",,0,0,0,0,"","@Akali_Dal_ सारे अकाली समर्थक, प्लीज इस वारी वोट भगवंत मान  @BhagwantMann नू पाओ। बहूत साल हो गए अपनी अपनी पार्टियां नू वोट पांदे होय, एक मौका भगवंत मान नू। एक मौका पंजाब नू।"
11,11,https://twitter.com/Indic_drishti/status/1495128823289245699,1495128823289245699,2022-02-19 20:11:04+00:00,भारतवर्ष,Indic_drishti,Aditya Raj Sinha | आदित्य राज सिन्हा,False,172,315,en,"@arya_amsha Punjab saw decline within the second half of Ranjit Singh's regime itself. The court was infested with European agents and elite shahidi khatri factions who used RS's sons as pawns.
Those same elitists would go on to form Takht Khalsa, Khalsa Diwan, SGPC, and Akali Dal during+",Dharma above everything beneathe the cosmos,0,0,0,1,"","@arya_amsha Punjab saw decline within the second half of Ranjit Singh's regime itself. The court was infested with European agents and elite shahidi khatri factions who used RS's sons as pawns.
Those same elitists would go on to form Takht Khalsa, Khalsa Diwan, SGPC, and Akali Dal during+"
12,12,https://twitter.com/Sumit_Sangwan20/status/1495124944270725120,1495124944270725120,2022-02-19 19:55:39+00:00,Union of India,Sumit_Sangwan20,Sumit Sangwan سومیت سنگوان,False,2021,5004,hi,"@Priyascorner @YRDeshmukh @NewsX @ramnikmann @chandersuta @CvoterIndia @poetbadri @AamAadmiParty @INCIndia @Akali_Dal_ @Priyascorner

परीक्षा केंद्र में प्रवेश करने से पहले, बोलकर तो छात्र भी बता देते हैं कि प्रश्न को अपने शब्दों में भी उत्तर लिख देंगे. लेकिन बात तो तब है जब, परीक्षा केंद्र में असल में उत्तर लिखने की बात आती है. याद हर किसी को रहता, लिखकर कुछ ही साबित कर पाते है.🙏

@Priyascorner",Proud Indian 🇮🇳 | Mahatma Gandhi in Heart | Interested in Observing & Critical Analysing @INCIndia | मजबूत विपक्ष लोकतंत्र की खूबसूरती है | RT’s≠Endorsements.,0,0,0,0,"","""

Before entering the examination center, by speaking, the students also tell that they will write the question in their own words.But the matter is when, in the examination center, it actually comes to writing answers.Remembering everyone, you are able to prove something by writing.

@Priyascorner"
13,13,https://twitter.com/Sumit_Sangwan20/status/1495124269633728512,1495124269633728512,2022-02-19 19:52:58+00:00,Union of India,Sumit_Sangwan20,Sumit Sangwan سومیت سنگوان,False,2021,5004,en,"@Priyascorner @YRDeshmukh @NewsX @ramnikmann @chandersuta @CvoterIndia @poetbadri @AamAadmiParty @INCIndia @Akali_Dal_ @Priyascorner

Despite all the talk of jhaadu, change &amp; very apparent unhappiness with the current lot, another keyword that gets thrown around like the clink of ice cubes is this- The AAP doesn't have the last-mile delivery to get the voter to the booth.
🙏🙏

@Priyascorner",Proud Indian 🇮🇳 | Mahatma Gandhi in Heart | Interested in Observing & Critical Analysing @INCIndia | मजबूत विपक्ष लोकतंत्र की खूबसूरती है | RT’s≠Endorsements.,1,0,1,0,"","@Priyascorner @YRDeshmukh @NewsX @ramnikmann @chandersuta @CvoterIndia @poetbadri @AamAadmiParty @INCIndia @Akali_Dal_ @Priyascorner

Despite all the talk of jhaadu, change &amp; very apparent unhappiness with the current lot, another keyword that gets thrown around like the clink of ice cubes is this- The AAP doesn't have the last-mile delivery to get the voter to the booth.
🙏🙏

@Priyascorner"
14,14,https://twitter.com/satty643/status/1495122836280659968,1495122836280659968,2022-02-19 19:47:16+00:00,"Ludhiana, India",satty643,Satinderjit singh,False,666,453,en,"Possible different Single largest party in 3 regions of Punjab 

1. Majha  ---- Akali Dal 

2. Doaba.  ------ Congress

3.  Malwa.   ----  AAP

It would be first time in electoral history of Punjab if it happens....","Loves history, maths and anything to do with Punjab ( both Indian & Pakistani). Also interested in understanding the working of human Brain.",14,1,0,2,"","Possible different Single largest party in 3 regions of Punjab 

1. Majha  ---- Akali Dal 

2. Doaba.  ------ Congress

3.  Malwa.   ----  AAP

It would be first time in electoral history of Punjab if it happens...."
15,15,https://twitter.com/sandeep_engr/status/1495120468751179776,1495120468751179776,2022-02-19 19:37:52+00:00,India,sandeep_engr,संदीप,False,603,120,hi,"फिर कांग्रेस वाले बीजेपी में चले जायेंगे , इससे अच्छा है @Akali_Dal_ और  @bspindia को वोट दे । https://t.co/X0lFzKlvXv","Aasmaan Pe INQUILAB Likha Jayega !!!
#DalitLivesMatter",3,2,1,0,"","Then Congress people will go into BJP, it is better to vote for @akali_dal_ and @BSPIndia.https://t.co/x0lfzklvxv"
16,16,https://twitter.com/Gurprit42718911/status/1495116531520389128,1495116531520389128,2022-02-19 19:22:13+00:00,,Gurprit42718911,Gurprit Singh,False,0,8,en,"@ambkcsingh @Dr_SumelSingh Even if I agree with you, at this moment the need of the hour is the to save Punjab from Congress, BJP and Akali Dal. So, lesser evil prevails.",,0,0,0,0,"","@ambkcsingh @Dr_SumelSingh Even if I agree with you, at this moment the need of the hour is the to save Punjab from Congress, BJP and Akali Dal. So, lesser evil prevails."
17,17,https://twitter.com/mightydean3/status/1495112187693600773,1495112187693600773,2022-02-19 19:04:58+00:00,pathankot ,mightydean3,Mighty Dean ਮਾਈਟੀ ਡੀਨ माईटी डीन,False,490,276,tl,"@DrParodyVish @ArvindKejriwal Kya bat hai BJP Congress nay laynay say Mana Kar diya hoga or Akali Dal ko hath mar laytay 
Baap Baap Hota Hai Or Bacha Bacha","वक्त के बदलने से आपनो का और वक्त का पता लगता है 
State Vice President 
Women Wing Punjab 
 Aam Aadami Party",1,0,0,0,"","@Dabperodivish @Arvindkejariwal What is the matter BJP Congress may have refused to take and kill Akali Dal
Father is the father and left"
18,18,https://twitter.com/hrnurtweets2/status/1495111050181550081,1495111050181550081,2022-02-19 19:00:26+00:00,"Patiala, India",hrnurtweets2,Harnoor Singh,False,83,122,en,@ItsRoshanRai Never voted for BJP or even Shiromani Akali Dal 😇,MCU fanatic! Aaj phir jeene ki tamanna hai… 🤩,1,0,0,0,"",@ItsRoshanRai Never voted for BJP or even Shiromani Akali Dal 😇
19,19,https://twitter.com/BaldeepSinghK/status/1495104987097366528,1495104987097366528,2022-02-19 18:36:21+00:00,"पंजाब, भारत",BaldeepSinghK,Baldeep Singh Kang,False,19,476,en,"Satvir Singh, candidate of Balbir Singh Rajewal’s party has withdrawn his candidature in support of S. Simranjit Singh Maan. Maan is President of Shiromani Akali Dal (Amritsar) and he is candidate from Amargarh constituency in 2022 Punjab Assembly Elections.

#PunjabElections2022 https://t.co/brVm45c9DC","Journalist, News Anchor at India News Punjab, Former Anchor at ETV Bharat Punjab.",0,0,0,0,"['PunjabElections2022']","Satvir Singh, candidate of Balbir Singh Rajewal’s party has withdrawn his candidature in support of S. Simranjit Singh Maan. Maan is President of Shiromani Akali Dal (Amritsar) and he is candidate from Amargarh constituency in 2022 Punjab Assembly Elections.

#PunjabElections2022 https://t.co/brVm45c9DC"
20,20,https://twitter.com/TarunJhanjher/status/1495104210349613058,1495104210349613058,2022-02-19 18:33:16+00:00,"New Delhi, India",TarunJhanjher,Tarun Jhanjher VHP🚩,False,700,811,hi,"मोहाली में @ArvindKejriwal पर FIR दर्ज करने के निर्देश।

@Akali_Dal_ की शिकायत पर चुनाव आयोग ने दिए निर्देश। -: @epanchjanya
#KejriwalSupportsKhalistan
@guptaravinder71 
@rohit_chahal 
@manishchbjp 
@hansrajhansHRH 
@aarablko",सोशल मीडिया जिला प्रमुख- इंद्रप्रस्थ (दिल्ली) @vhpindraprastha,3,1,0,0,"['KejriwalSupportsKhalistan']","Instructions to enter FIR on @Arvindkejriwal in Mohali.

On the complaint of @akali_dal_, the Election Commission has given instructions.-: @epanchjanya
#Kejriwalsupportskhalistan
@ guptaravinder71
@Rohit_chahal
@Manishchbjp
@Hansrajhanshrh
@Aarablko"
21,21,https://twitter.com/_32_32_32_/status/1495102079798439936,1495102079798439936,2022-02-19 18:24:48+00:00,"Patiala, India",_32_32_32_,Chahal32,False,78,229,und,@ZeePunjabHH @AAPPunjab @INCPunjab @BJP4Punjab @Akali_Dal_ @SanyuktSamaj @SSP4Punjab @plcpunjab B,,1,0,0,0,"",@Zepunjabhh @AAPPUNJAB @INCPUNJAB @BJP4Punjab @akali_dal_ @sanyuktsamaj @sanyuktsamaj @ssp4punjab @plcpunjab b
22,22,https://twitter.com/Raunaq96603332/status/1495101813791465474,1495101813791465474,2022-02-19 18:23:44+00:00,"Wheeling, IL",Raunaq96603332,Raunaq25,False,83,232,en,"@kanchan99 Sadly a Sikh and someone in the crowd after listening to this is loudly saying ""Bole so Nihal , sat Shri Akal "" . Sad @Akali_Dal_",Software engineer,0,0,0,0,"","@kanchan99 Sadly a Sikh and someone in the crowd after listening to this is loudly saying ""Bole so Nihal , sat Shri Akal "" . Sad @Akali_Dal_"
23,23,https://twitter.com/AAPKA_RK/status/1495099661345976322,1495099661345976322,2022-02-19 18:15:11+00:00,"New Delhi, India  ",AAPKA_RK,Rakesh,False,18608,2658,en,"Ludhiana Seems to be sealed by @aamaadmiparty 

First hand Survey of his 8 customers from Ludhiana by @hallagullaboy tonight 

6 said Vote for AAP
1 for Congress
1 for Akali Dal #KaamPeVote https://t.co/sEknvoYXXh",Political Strategist ||  Social Activist || Rajsthani Chhora || Ghumakkad 😉 || Blogger || DigitalJivi || Aam || Aadmi ||,75,49,1,3,"['KaamPeVote']","Ludhiana Seems to be sealed by @aamaadmiparty 

First hand Survey of his 8 customers from Ludhiana by @hallagullaboy tonight 

6 said Vote for AAP
1 for Congress
1 for Akali Dal #KaamPeVote https://t.co/sEknvoYXXh"
24,24,https://twitter.com/Ayat_67/status/1495098267314450434,1495098267314450434,2022-02-19 18:09:39+00:00,,Ayat_67,Ayat,False,3,214,en,"What I expect from Punjab election 2022
Dr sukhman dhillon wins in TT
Akali dal te congress bas 2-4 hi seats hi jittan
simranjitSingh maan wins
All Badal family lose
I really want to give a chance to Bhagwant man as CM
TT ch aap te sad na jitte
SAD asr gets few seats",,2,0,0,0,"","What I expect from Punjab election 2022
Dr sukhman dhillon wins in TT
Akali dal te congress bas 2-4 hi seats hi jittan
simranjitSingh maan wins
All Badal family lose
I really want to give a chance to Bhagwant man as CM
TT ch aap te sad na jitte
SAD asr gets few seats"
25,25,https://twitter.com/Priyascorner/status/1495097586100805633,1495097586100805633,2022-02-19 18:06:56+00:00,New Delhi India,Priyascorner,Priya Sahgal,False,29978,1667,en,@krishnakant_75 @ramnikmann @chandersuta @YRDeshmukh @badru @AamAadmiParty @INCIndia @BJP4India @Akali_Dal_ @richakapoor27 Yes shes v good..it was an excellent panel.,"Snr Executive Editor, NewsX, ITV Network & Author: The Contenders. Anchor two political shows: Roundtable & Cover Story. Columnist at The Sunday Guardian",1,0,0,0,"",@krishnakant_75 @ramnikmann @chandersuta @yrdeshmukh @badru @aamAadmiparty @Ancindia @kalii_dal @Richakapoor27 Yes shees vse vas vas.
26,26,https://twitter.com/TamtaSuraj/status/1495097412574060544,1495097412574060544,2022-02-19 18:06:15+00:00,Jaipur,TamtaSuraj,Suraj tamta 🇮🇳,False,631,677,in,@umashankarsingh inc + akali dal,"Activism for a better world.
योग्यताएँ कर्म से पैदा होती हैं,जन्म से हर व्यक्ति शून्य होता है !!",0,0,0,0,"",@Umashankar Singh Nis + Akali Dal
27,27,https://twitter.com/Ayat_67/status/1495097231732625415,1495097231732625415,2022-02-19 18:05:32+00:00,,Ayat_67,Ayat,False,3,214,en,"And to all people who are going to vote for akali dal tmrw do you really think that gappi nashedi fukra gawar lalchi sukha deserves to be CM
Adha Punjab tan oh kha geya hun je baaki v ohnu vechna tan dekh lo",,0,0,0,1,"","And to all people going to vote for akali dal tmrw do you really think that gappi nashedi fukra gawar Lalchi sukha deserves to cm
Adha Punjab Tan Oh Kha Geya Hun Jee Baaki v Ohnu Vechna Tan Dekh Lo"
28,28,https://twitter.com/Priyascorner/status/1495096943583789061,1495096943583789061,2022-02-19 18:04:23+00:00,New Delhi India,Priyascorner,Priya Sahgal,False,29978,1667,en,https://t.co/bhHY1otUy5  #PunjabElections Roundtable @NewsX with @ramnikmann @chandersuta @YRDeshmukh @CvoterIndia @poetbadri - is it clean sweet.for @AamAadmiParty . If hung assembly what r combinations.Did  @INCIndia score selfgoal.What abt @Akali_Dal_ &amp; tracking the Deras vote,"Snr Executive Editor, NewsX, ITV Network & Author: The Contenders. Anchor two political shows: Roundtable & Cover Story. Columnist at The Sunday Guardian",12,2,1,6,"['PunjabElections']",https://t.co/bhHY1otUy5  #PunjabElections Roundtable @NewsX with @ramnikmann @chandersuta @YRDeshmukh @CvoterIndia @poetbadri - is it clean sweet.for @AamAadmiParty . If hung assembly what r combinations.Did  @INCIndia score selfgoal.What abt @Akali_Dal_ &amp; tracking the Deras vote
29,29,https://twitter.com/comrade_marcus/status/1495096044916338689,1495096044916338689,2022-02-19 18:00:49+00:00,Sierra Miwok Plains,comrade_marcus,ਕਾਮਰੇਡ ਮਾਰਕੁਸ (ਸਿੰਘ),False,235,539,en,@amaanbali Pretty soon Sikhs gonna lose hope in all Akali dal groups. Just stay faithful to your ideology pls join Socialism,Geopolitical Analyst. Founder of Khalistan as a Socialist People’s Republic with Sikh characteristics. ਸਰਬੱਤ ਦਾ ਭੱਲਾ,1,0,0,1,"",@amaanbali Pretty soon Sikhs gonna lose hope in all Akali dal groups. Just stay faithful to your ideology pls join Socialism
30,30,https://twitter.com/rishikeshlaw/status/1495095937223389184,1495095937223389184,2022-02-19 18:00:23+00:00,"New Delhi, Delhi",rishikeshlaw,RishiKesh Kumar,True,12604,729,en,Ceo Punjab has directed Police to register FIR against Shromani Akali Dal Har chand singh Bains . https://t.co/WSFqXjzHPh,"B A LLB , PG Diploma Securities and Banking Law, Masters in Business Law. 
ASC GNCTD Delhi High Court.
Office@Rishikesh Law Associates .",220,111,0,6,"",Ceo Punjab has directed Police to register FIR against Shiromani Akali Dal Harchand singh Bains . https://t.co/WSFqXjzHPh
31,31,https://twitter.com/JagranEnglish/status/1495095847167696899,1495095847167696899,2022-02-19 18:00:02+00:00,"New Delhi, India",JagranEnglish,Jagran English,True,14057,40,en,"The action was taken after a complaint was filed by Shiromani Akali Dal (SAD). 

#PunjabElections2022 #ArvindKejriwal #ElectionsWithJagran 

https://t.co/jRPFcQRjcO","Jagran English the new age Trending News site. Check out english.jagran.com for all latest & top trends across globe  

Instagram: bit.ly/3A2IvW1",0,0,0,0,"['PunjabElections2022', 'ArvindKejriwal', 'ElectionsWithJagran']","The action was taken after a complaint was filed by Shiromani Akali Dal (SAD). 

#PunjabElections2022 #ArvindKejriwal #ElectionsWithJagran 

https://t.co/jRPFcQRjcO"
32,32,https://twitter.com/krishnakant_75/status/1495095672755744769,1495095672755744769,2022-02-19 17:59:20+00:00,"Delhi, India",krishnakant_75,Krishna Kant Sharma,False,1137,435,en,"@Priyascorner @ramnikmann @chandersuta @YRDeshmukh @badru @AamAadmiParty @INCIndia @BJP4India @Akali_Dal_ @richakapoor27 Good to see @chandersuta sharing her analysis.
She has her fingers on the pulse in Punjab.","Aspiring Author,Techie by Profession, R&D, Telecom, Digital Transformation, Smart Cities. Stamps, Member PAC @IndiaPostOffice
Views are my own. RT≠Endorsement",2,0,0,1,"","@PRIYASCORNER @ramnikmann @chandersuta @YRDESHMUKH @BADRU @BADRU @BADRU @BADRU @BADRU @incindia @Bjp4india @akali_Dal_Dal_ @Richakapoor27 Good to see @chandersuta herer analysis.
She has her fingers on the pulse in Punjab."
33,33,https://twitter.com/GAURAVMISHRA09/status/1495095490186125322,1495095490186125322,2022-02-19 17:58:37+00:00,,GAURAVMISHRA09,Atom,False,111,757,en,@volklub @Akali_Dal_ You are present and future of not just Punjab but India. Your vote your right👍,,1,0,0,0,"",@volklub @Akali_Dal_ You are present and future of not just Punjab but India. Your vote your right👍
34,34,https://twitter.com/DillikaMuffler/status/1495094990392889346,1495094990392889346,2022-02-19 17:56:37+00:00,"New Delhi, India",DillikaMuffler,Arvind Kejriwal (Parody!) 🏹🚜,False,99,300,en,@nareshbareth I don't know anymore. Both the Congress and the AAP have resorted to dirty politics in Punjab. Of course the BJP and the Akali Dal are nowhere.,"Bhai mera muffler kaha hain?
I talk using GIFs.
Bhakto ko banata hoon pagal.
🇮🇳
Not an AAPiya or a Congressi or a bhakt.",1,0,0,0,"",@nareshbareth I don't know anymore. Both the Congress and the AAP have resorted to dirty politics in Punjab. Of course the BJP and the Akali Dal are nowhere.
35,35,https://twitter.com/PunjabTak/status/1495094798147289089,1495094798147289089,2022-02-19 17:55:52+00:00,,PunjabTak,Punjab Tak,False,640,123,et,"Ganieve Kaur Majithia : ਕਿੰਨੇ ਕੁ ਸਿਆਸੀ ਹੋ ਗਏ Bikram Majithia ਦੇ ਪਤਨੀ ? | Punjab Tak

Watch : https://t.co/DoKetJaUDF

@sherryontopp @bikrammajithia 

#GanieveKaurMajithia #Elections2022 #Akalidal https://t.co/6Ua452PhVj","ਪੰਜਾਬ ਦੀ ਹਰ Latest ਖ਼ਬਰ ਲਈ Punjab Tak 'ਤੇ ਆਓ, ਅਸੀਂ ਹਰ ਸੰਜੀਦਾ ਮਸਲੇ ਨੂੰ ਤੁਹਾਡੇ ਤੱਕ ਉਸੇ ਸੰਜੀਦਗੀ ਨਾਲ ਪਹੁੰਚਾਵਾਂਗੇ ।
(An India Today Group Channel)",0,0,0,0,"['GanieveKaurMajithia', 'Elections2022', 'Akalidal']","Ganieve Kaur Majithia: How many political Bikram Majithia's wife?|PUNJAB Tak

WATCH: https://t.co/doketjaidf

@bikrammap @bikrammaithia

#Ganievekaurmithithia # Elections2022 #kalidal https://t.co/6ua452phvj"
36,36,https://twitter.com/volklub/status/1495094734339325954,1495094734339325954,2022-02-19 17:55:36+00:00,,volklub,Sunderdeep - Volklub,False,831,553,en,"My vote is for impeccable roads, Govt jobs, sewa kendars in villages, law &amp; order, secularism, public parks in the villages, green power promoters and affordable Aata Daal for poor. My vote is for SAD @Akali_Dal_ . 

I am nt going to get foold wid sm fake developmnt model again. https://t.co/az4FKAK0uX","VW/Skoda Fan | Cricket Lover | Team-BHPian | Volklub

YouTube youtube.com/c/SunderdeepSi…

Owner | Prinspire Technologies @prinspire",13,0,0,4,"","My vote is for impeccable roads, Govt jobs, sewa kendars in villages, law &amp; order, secularism, public parks in the villages, green power promoters and affordable Aata Daal for poor. My vote is for SAD @Akali_Dal_ . 

I am nt going to get foold wid sm fake developmnt model again. https://t.co/az4FKAK0uX"
37,37,https://twitter.com/ferrysofat/status/1495094205768556546,1495094205768556546,2022-02-19 17:53:30+00:00,"Punjab, India",ferrysofat,Ferry Sofat,False,368,264,en,"Election Commission directed SSP Mohali to lodge FIR against Sh  Harcharan Singh Bains, Spokesperson, Shiromani Akali Dal and PTC news for violation of Model Code of Conduct and Section 126 of Representation of People's Act. https://t.co/JmRUYhcz0x","Advocate at Supreme Court of India & Punjab & Haryana High Court, Chandigarh. Spokesman, Aam Aadmi Party Punjab & State Joint Secretary, Legal Cell, AAP Punjab.",4,2,0,0,"","Election Commission directed SSP Mohali to lodge FIR against Sh  Harcharan Singh Bains, Spokesperson, Shiromani Akali Dal and PTC news for violation of Model Code of Conduct and Section 126 of Representation of People's Act. https://t.co/JmRUYhcz0x"
38,38,https://twitter.com/arun48552/status/1495093909956935683,1495093909956935683,2022-02-19 17:52:20+00:00,New Delhi,arun48552,Arun Goel,False,168,216,und,"#PunjabElections2022 
@AamAadmiParty @Akali_Dal_ @INCIndia @BJP4India https://t.co/aJzXQsmyAk","🇮🇳 A Proud Bhartiya 
Coal Management for Power Plants",0,0,0,0,"['PunjabElections2022']","# Panjabielections 2022.
@Amaddyi @ appetite @ hunger__ @ @ BJP 4 India Hetps: ///t./iyazkkemk"
39,39,https://twitter.com/RksDtf/status/1495091898972663815,1495091898972663815,2022-02-19 17:44:20+00:00,"New Delhi, India",RksDtf,Dtf.in,False,42,9,in,Punjab chief election officer orders FIR against Arvind Kejriwal on Akali Dal's complaint https://t.co/kNCl8rYEN7 via @indiatoday,"Dtf.in (Information Portal) endeavours to promote awareness about Central Govt. service Rules, RTI, Service-Related Court Judgments and relevant NEWS.",0,0,0,0,"","Punjab Chief Election Officer Orders then Against Arvind Kejriwal, Akali Dal'S Complaint Hattap: //tiC"
